,userId,neighborId,movieId,title,User Rating,Neighbor Rating
104,370,123707,55247,Into the Wild (2007),4.5,4.0
105,370,123707,56339,"Orphanage, The (Orfanato, El) (2007)",4.5,4.0
106,370,123707,57368,Cloverfield (2008),4.5,4.0
107,370,123707,57669,In Bruges (2008),5.0,4.5
108,370,123707,58559,"Dark Knight, The (2008)",4.0,4.0
109,370,123707,64614,Gran Torino (2008),5.0,4.5
110,370,123707,64839,"Wrestler, The (2008)",4.0,4.0
111,370,123707,68157,Inglourious Basterds (2009),4.5,4.5
112,370,123707,68237,Moon (2009),5.0,4.0
113,370,123707,70286,District 9 (2009),4.5,4.0
114,370,123707,72998,Avatar (2009),4.0,4.5
115,370,123707,74458,Shutter Island (2010),4.0,4.0
116,370,123707,78499,Toy Story 3 (2010),4.5,5.0
117,370,123707,79132,Inception (2010),4.0,4.0
118,370,123707,80463,"Social Network, The (2010)",4.0,4.0
119,370,123707,81562,127 Hours (2010),5.0,4.5
120,370,123707,81591,Black Swan (2010),5.0,4.5
121,370,123707,96610,Looper (2012),4.0,4.0
122,910,96936,2959,Fight Club (1999),4.0,4.5
123,910,96936,3363,American Graffiti (1973),5.0,4.0
124,910,96936,81591,Black Swan (2010),4.0,4.5
125,975,13927,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),4.0,5.0
126,975,13927,50,"Usual Suspects, The (1995)",4.5,5.0
127,975,13927,296,Pulp Fiction (1994),4.5,5.0
128,975,13927,318,"Shawshank Redemption, The (1994)",4.0,5.0
129,975,13927,356,Forrest Gump (1994),4.0,5.0
130,975,13927,527,Schindler's List (1993),4.5,4.5
131,975,13927,1270,Back to the Future (1985),4.0,5.0
132,975,13927,2571,"Matrix, The (1999)",4.0,5.0
133,975,13927,3386,JFK (1991),4.0,4.5
134,1015,125012,110,Braveheart (1995),5.0,5.0
135,1015,125012,318,"Shawshank Redemption, The (1994)",5.0,5.0
136,1015,125012,356,Forrest Gump (1994),4.5,5.0
137,1015,125012,2028,Saving Private Ryan (1998),4.0,5.0
138,1015,125012,2571,"Matrix, The (1999)",4.0,4.5
139,1015,125012,3147,"Green Mile, The (1999)",4.5,5.0
140,1015,125012,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.5,5.0
141,1015,125012,4995,"Beautiful Mind, A (2001)",4.5,5.0
142,1015,125012,5952,"Lord of the Rings: The Two Towers, The (2002)",4.5,5.0
143,1015,125012,7153,"Lord of the Rings: The Return of the King, The (2003)",5.0,5.0
144,1387,100240,296,Pulp Fiction (1994),4.0,5.0
145,1387,100240,1258,"Shining, The (1980)",4.0,4.0
146,1387,100240,2571,"Matrix, The (1999)",4.5,4.5
147,1387,100240,7361,Eternal Sunshine of the Spotless Mind (2004),4.0,5.0
148,1447,138176,318,"Shawshank Redemption, The (1994)",4.5,5.0
149,1447,138176,858,"Godfather, The (1972)",4.0,5.0
150,1447,138176,1221,"Godfather: Part II, The (1974)",4.0,5.0
151,1588,88932,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",5.0,5.0
152,1588,88932,5952,"Lord of the Rings: The Two Towers, The (2002)",5.0,5.0
153,1588,88932,6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),5.0,5.0
154,1588,88932,7153,"Lord of the Rings: The Return of the King, The (2003)",4.5,5.0
155,1588,88932,45722,Pirates of the Caribbean: Dead Man's Chest (2006),4.0,4.0
156,1588,88932,54001,Harry Potter and the Order of the Phoenix (2007),4.0,4.0
157,1738,129869,55820,No Country for Old Men (2007),5.0,4.5
158,1741,43604,1,Toy Story (1995),4.0,4.5
159,1741,43604,260,Star Wars: Episode IV - A New Hope (1977),4.0,5.0
160,1741,43604,745,Wallace & Gromit: A Close Shave (1995),4.0,5.0
161,1741,43604,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),4.0,4.0
162,1741,43604,1136,Monty Python and the Holy Grail (1975),4.0,5.0
163,1741,43604,1148,Wallace & Gromit: The Wrong Trousers (1993),5.0,5.0
164,1741,43604,1278,Young Frankenstein (1974),4.0,5.0
165,1741,43604,1411,Hamlet (1996),5.0,4.0
166,1741,43604,2020,Dangerous Liaisons (1988),4.0,4.5
167,1741,43604,3108,"Fisher King, The (1991)",4.0,5.0
168,1741,43604,4226,Memento (2000),4.0,4.5
169,1741,43604,4886,"Monsters, Inc. (2001)",4.0,5.0
170,1741,43604,4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",4.0,5.0
171,1741,43604,6350,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),4.0,4.5
172,1741,43604,8961,"Incredibles, The (2004)",4.0,5.0
173,1741,43604,49272,Casino Royale (2006),4.0,4.5
174,1835,51460,318,"Shawshank Redemption, The (1994)",5.0,5.0
175,1835,51460,589,Terminator 2: Judgment Day (1991),4.0,4.5
176,1835,51460,592,Batman (1989),5.0,4.5
177,1835,51460,1377,Batman Returns (1992),4.0,4.0
178,1835,51460,2571,"Matrix, The (1999)",5.0,4.5
179,1835,51460,2858,American Beauty (1999),5.0,5.0
180,1835,51460,5952,"Lord of the Rings: The Two Towers, The (2002)",4.5,5.0
181,1935,124454,318,"Shawshank Redemption, The (1994)",5.0,5.0
182,1935,124454,589,Terminator 2: Judgment Day (1991),4.0,4.0
183,1935,124454,780,Independence Day (a.k.a. ID4) (1996),4.0,4.5
184,1935,124454,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),5.0,4.0
185,1935,124454,2028,Saving Private Ryan (1998),5.0,5.0
186,1935,124454,2571,"Matrix, The (1999)",4.0,5.0
187,1935,124454,3578,Gladiator (2000),4.0,5.0
188,1935,124454,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",5.0,4.5
189,1935,124454,5952,"Lord of the Rings: The Two Towers, The (2002)",4.0,4.5
190,1935,124454,7153,"Lord of the Rings: The Return of the King, The (2003)",4.5,4.5
191,1935,124454,33794,Batman Begins (2005),4.0,4.0
192,1935,124454,51662,300 (2007),5.0,4.5
193,1935,124454,54286,"Bourne Ultimatum, The (2007)",5.0,5.0
194,1935,124454,58559,"Dark Knight, The (2008)",5.0,4.0
195,1935,124454,59315,Iron Man (2008),5.0,4.0
196,1935,124454,60040,"Incredible Hulk, The (2008)",4.0,4.0
197,2024,27142,296,Pulp Fiction (1994),4.0,5.0
198,2024,27142,2571,"Matrix, The (1999)",5.0,5.0
199,2024,27142,4011,Snatch (2000),4.0,4.0
200,2024,27142,4027,"O Brother, Where Art Thou? (2000)",4.5,5.0
201,2024,27142,4873,Waking Life (2001),4.5,5.0
202,2024,27142,4878,Donnie Darko (2001),4.5,5.0
203,2024,27142,4979,"Royal Tenenbaums, The (2001)",4.0,4.5
204,2024,27142,48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",4.0,5.0
205,2024,27142,68157,Inglourious Basterds (2009),4.0,5.0
206,2248,88932,3081,Sleepy Hollow (1999),4.0,4.0
207,2248,88932,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.5,5.0
208,2248,88932,7153,"Lord of the Rings: The Return of the King, The (2003)",4.5,5.0
209,2248,88932,54001,Harry Potter and the Order of the Phoenix (2007),4.0,4.0
210,2702,138176,858,"Godfather, The (1972)",5.0,5.0
211,2702,138176,1371,Star Trek: The Motion Picture (1979),4.5,4.0
212,2702,138176,2393,Star Trek: Insurrection (1998),4.5,4.0
213,2945,28159,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),4.0,4.0
214,2945,28159,110,Braveheart (1995),4.0,4.5
215,2945,28159,231,Dumb & Dumber (Dumb and Dumber) (1994),4.0,5.0
216,2945,28159,296,Pulp Fiction (1994),4.5,4.5
217,2945,28159,318,"Shawshank Redemption, The (1994)",4.5,4.5
218,2945,28159,356,Forrest Gump (1994),4.0,4.5
219,2945,28159,364,"Lion King, The (1994)",4.0,5.0
220,2945,28159,457,"Fugitive, The (1993)",4.0,4.0
221,2945,28159,588,Aladdin (1992),5.0,4.5
222,2945,28159,589,Terminator 2: Judgment Day (1991),4.5,4.5
223,2945,28159,593,"Silence of the Lambs, The (1991)",4.5,4.5
224,2945,28159,648,Mission: Impossible (1996),4.0,4.0
225,2945,28159,1097,E.T. the Extra-Terrestrial (1982),4.0,4.5
226,2945,28159,1197,"Princess Bride, The (1987)",4.0,5.0
227,2945,28159,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.0,4.5
228,2945,28159,1240,"Terminator, The (1984)",4.0,4.0
229,2945,28159,1265,Groundhog Day (1993),5.0,4.0
230,2945,28159,1270,Back to the Future (1985),4.0,4.5
231,2945,28159,1291,Indiana Jones and the Last Crusade (1989),4.5,5.0
232,2945,28159,1407,Scream (1996),4.5,4.0
233,2945,28159,1580,Men in Black (a.k.a. MIB) (1997),4.0,4.0
234,2945,28159,1784,As Good as It Gets (1997),4.0,4.0
235,2945,28159,1923,There's Something About Mary (1998),4.0,4.5
236,2945,28159,2174,Beetlejuice (1988),4.0,4.0
237,2945,28159,2355,"Bug's Life, A (1998)",4.0,4.5
238,2945,28159,2502,Office Space (1999),4.5,4.5
239,2945,28159,2571,"Matrix, The (1999)",5.0,5.0
240,2945,28159,2716,Ghostbusters (a.k.a. Ghost Busters) (1984),4.5,4.0
241,2945,28159,2762,"Sixth Sense, The (1999)",4.0,4.5
242,2945,28159,2858,American Beauty (1999),4.5,4.5
243,2945,28159,2959,Fight Club (1999),4.0,5.0
244,2945,28159,2987,Who Framed Roger Rabbit? (1988),4.0,4.0
245,2945,28159,3114,Toy Story 2 (1999),4.0,4.0
246,2945,28159,3253,Wayne's World (1992),4.0,4.0
247,2945,28159,3793,X-Men (2000),4.5,5.0
248,2945,28159,3948,Meet the Parents (2000),4.0,4.5
249,2945,28159,4022,Cast Away (2000),4.0,4.0
250,2945,28159,4034,Traffic (2000),4.5,4.5
251,2945,28159,4306,Shrek (2001),5.0,4.5
252,2945,28159,4489,Coming to America (1988),4.0,4.5
253,2945,28159,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.5,5.0
254,2945,28159,5294,Frailty (2001),4.0,4.0
255,2945,28159,5445,Minority Report (2002),4.5,4.5
256,2945,28159,5952,"Lord of the Rings: The Two Towers, The (2002)",5.0,5.0
257,2945,28159,6377,Finding Nemo (2003),4.5,4.5
258,2945,28159,41571,Memoirs of a Geisha (2005),4.5,4.5
259,2988,42367,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),5.0,4.0
260,2988,42367,47,Seven (a.k.a. Se7en) (1995),5.0,4.5
261,2988,42367,50,"Usual Suspects, The (1995)",5.0,4.5
262,2988,42367,110,Braveheart (1995),4.5,4.0
263,2988,42367,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),5.0,4.0
264,2988,42367,296,Pulp Fiction (1994),5.0,4.0
265,2988,42367,318,"Shawshank Redemption, The (1994)",5.0,4.5
266,2988,42367,457,"Fugitive, The (1993)",4.0,4.5
267,2988,42367,555,True Romance (1993),5.0,4.0
268,2988,42367,589,Terminator 2: Judgment Day (1991),5.0,4.5
269,2988,42367,593,"Silence of the Lambs, The (1991)",4.0,4.5
270,2988,42367,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),5.0,5.0
271,2988,42367,858,"Godfather, The (1972)",4.0,5.0
272,2988,42367,904,Rear Window (1954),4.0,5.0
273,2988,42367,1089,Reservoir Dogs (1992),4.0,4.0
274,2988,42367,1090,Platoon (1986),4.5,4.0
275,2988,42367,1136,Monty Python and the Holy Grail (1975),5.0,5.0
276,2988,42367,1193,One Flew Over the Cuckoo's Nest (1975),5.0,5.0
277,2988,42367,1197,"Princess Bride, The (1987)",5.0,4.5
278,2988,42367,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),5.0,5.0
279,2988,42367,1203,12 Angry Men (1957),5.0,5.0
280,2988,42367,1207,To Kill a Mockingbird (1962),4.0,4.5
281,2988,42367,1208,Apocalypse Now (1979),5.0,4.5
282,2988,42367,1213,Goodfellas (1990),5.0,4.0
283,2988,42367,1221,"Godfather: Part II, The (1974)",4.0,5.0
284,2988,42367,1234,"Sting, The (1973)",4.0,4.0
285,2988,42367,1258,"Shining, The (1980)",5.0,5.0
286,2988,42367,1259,Stand by Me (1986),4.5,4.5
287,2988,42367,1266,Unforgiven (1992),4.0,4.5
288,2988,42367,1276,Cool Hand Luke (1967),5.0,5.0
289,2988,42367,1304,Butch Cassidy and the Sundance Kid (1969),4.0,4.0
290,2988,42367,1358,Sling Blade (1996),5.0,4.5
291,2988,42367,1617,L.A. Confidential (1997),4.0,4.0
292,2988,42367,1961,Rain Man (1988),4.0,4.0
293,2988,42367,1968,"Breakfast Club, The (1985)",5.0,5.0
294,2988,42367,2194,"Untouchables, The (1987)",4.0,4.0
295,2988,42367,2329,American History X (1998),5.0,4.0
296,2988,42367,2502,Office Space (1999),4.5,4.5
297,2988,42367,2542,"Lock, Stock & Two Smoking Barrels (1998)",4.0,4.0
298,2988,42367,2692,Run Lola Run (Lola rennt) (1998),5.0,4.0
299,2988,42367,2762,"Sixth Sense, The (1999)",5.0,4.0
300,2988,42367,2858,American Beauty (1999),5.0,5.0
301,2988,42367,2918,Ferris Bueller's Day Off (1986),5.0,4.0
302,2988,42367,2959,Fight Club (1999),5.0,4.0
303,2988,42367,3105,Awakenings (1990),4.0,4.0
304,2988,42367,3499,Misery (1990),4.5,4.5
305,2988,42367,3949,Requiem for a Dream (2000),4.5,4.0
306,2988,42367,3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",4.0,5.0
307,2988,42367,4027,"O Brother, Where Art Thou? (2000)",5.0,4.0
308,2988,42367,4034,Traffic (2000),4.0,4.0
309,2988,42367,4226,Memento (2000),5.0,4.5
310,2988,42367,4262,Scarface (1983),4.0,4.5
311,2988,42367,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",5.0,4.0
312,2988,42367,4995,"Beautiful Mind, A (2001)",4.0,4.5
313,2988,42367,5782,"Professional, The (Le professionnel) (1981)",4.5,4.0
314,2988,42367,5952,"Lord of the Rings: The Two Towers, The (2002)",5.0,4.0
315,2988,42367,6377,Finding Nemo (2003),4.0,4.0
316,2988,42367,6711,Lost in Translation (2003),4.0,4.5
317,2988,42367,6807,Monty Python's The Meaning of Life (1983),4.5,4.0
318,2988,42367,7153,"Lord of the Rings: The Return of the King, The (2003)",5.0,4.0
319,2988,42367,7361,Eternal Sunshine of the Spotless Mind (2004),4.5,5.0
320,2988,42367,8784,Garden State (2004),4.5,4.5
321,2988,42367,8961,"Incredibles, The (2004)",4.5,4.0
322,2988,42367,31878,Kung Fu Hustle (Gong fu) (2004),4.0,4.5
323,2988,42367,32587,Sin City (2005),4.0,4.0
324,2988,42367,33794,Batman Begins (2005),4.5,4.0
325,2988,42367,34405,Serenity (2005),4.0,4.5
326,3029,104529,4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",5.0,4.5
327,3029,104529,5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),4.5,5.0
328,3076,51460,318,"Shawshank Redemption, The (1994)",5.0,5.0
329,3076,51460,1036,Die Hard (1988),4.0,4.5
330,3076,51460,2571,"Matrix, The (1999)",4.5,4.5
331,3076,51460,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.0,5.0
332,3076,51460,5952,"Lord of the Rings: The Two Towers, The (2002)",4.0,5.0
333,3569,51460,173,Judge Dredd (1995),4.0,4.0
334,3569,51460,377,Speed (1994),5.0,4.0
335,3569,51460,1909,"X-Files: Fight the Future, The (1998)",4.5,4.5
336,3569,51460,5952,"Lord of the Rings: The Two Towers, The (2002)",5.0,5.0
337,3665,36229,1580,Men in Black (a.k.a. MIB) (1997),4.0,4.0
338,3665,36229,2115,Indiana Jones and the Temple of Doom (1984),4.0,4.0
339,3665,36229,2571,"Matrix, The (1999)",5.0,4.0
340,3665,36229,2959,Fight Club (1999),4.0,4.0
341,3665,36229,3578,Gladiator (2000),4.0,4.0
342,3665,36229,3751,Chicken Run (2000),4.0,4.0
343,3665,36229,4011,Snatch (2000),4.0,4.0
344,3665,36229,5445,Minority Report (2002),4.0,4.0
345,3665,36229,5989,Catch Me If You Can (2002),4.0,4.0
346,3665,36229,8665,"Bourne Supremacy, The (2004)",4.0,4.0
347,3665,36229,8961,"Incredibles, The (2004)",4.5,4.0
348,3665,36229,44191,V for Vendetta (2006),4.5,4.0
349,3665,36229,44195,Thank You for Smoking (2006),4.5,4.0
350,3665,36229,51255,Hot Fuzz (2007),5.0,4.0
351,3915,125012,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.0,5.0
352,3915,125012,81845,"King's Speech, The (2010)",4.0,4.5
353,4215,138176,318,"Shawshank Redemption, The (1994)",5.0,5.0
354,4215,138176,527,Schindler's List (1993),5.0,5.0
355,4215,138176,858,"Godfather, The (1972)",5.0,5.0
356,4215,138176,1221,"Godfather: Part II, The (1974)",5.0,5.0
357,4347,105214,527,Schindler's List (1993),4.0,5.0
358,4347,105214,593,"Silence of the Lambs, The (1991)",4.0,5.0
359,4347,105214,858,"Godfather, The (1972)",5.0,5.0
360,4347,105214,912,Casablanca (1942),4.0,5.0
361,4347,105214,1183,"English Patient, The (1996)",4.0,4.5
362,4347,105214,1203,12 Angry Men (1957),4.0,5.0
363,4347,105214,1204,Lawrence of Arabia (1962),5.0,5.0
364,4347,105214,1206,"Clockwork Orange, A (1971)",4.0,5.0
365,4347,105214,1208,Apocalypse Now (1979),5.0,5.0
366,4347,105214,1221,"Godfather: Part II, The (1974)",5.0,5.0
367,4347,105214,1225,Amadeus (1984),4.0,5.0
368,4347,105214,1230,Annie Hall (1977),4.5,4.5
369,4347,105214,1234,"Sting, The (1973)",4.0,5.0
370,4347,105214,1250,"Bridge on the River Kwai, The (1957)",5.0,5.0
371,4347,105214,1266,Unforgiven (1992),4.0,5.0
372,4347,105214,1272,Patton (1970),4.0,4.5
373,4347,105214,1293,Gandhi (1982),4.0,4.5
374,4347,105214,1387,Jaws (1975),4.0,5.0
375,4347,105214,1704,Good Will Hunting (1997),4.0,5.0
376,4347,105214,1952,Midnight Cowboy (1969),4.0,4.5
377,4347,105214,2959,Fight Club (1999),4.5,4.5
378,4347,105214,3114,Toy Story 2 (1999),4.0,4.5
379,4347,105214,4011,Snatch (2000),4.0,4.5
380,4347,105214,4027,"O Brother, Where Art Thou? (2000)",4.0,4.5
381,4347,105214,4226,Memento (2000),4.0,5.0
382,4347,105214,4886,"Monsters, Inc. (2001)",4.0,4.0
383,4347,105214,6016,City of God (Cidade de Deus) (2002),5.0,4.5
384,4347,105214,6377,Finding Nemo (2003),4.0,4.5
385,4347,105214,7361,Eternal Sunshine of the Spotless Mind (2004),4.0,5.0
386,4347,105214,8961,"Incredibles, The (2004)",4.0,5.0
387,4347,105214,31410,"Downfall (Untergang, Der) (2004)",4.5,5.0
388,4347,105214,44555,"Lives of Others, The (Das leben der Anderen) (2006)",4.0,5.0
389,4347,105214,50872,Ratatouille (2007),4.0,5.0
390,4347,105214,63082,Slumdog Millionaire (2008),4.0,4.5
391,4347,105214,68954,Up (2009),4.0,5.0
392,4347,105214,76093,How to Train Your Dragon (2010),4.0,4.0
393,4347,105214,78499,Toy Story 3 (2010),4.0,5.0
394,4347,105214,80463,"Social Network, The (2010)",4.0,5.0
395,4347,105214,81591,Black Swan (2010),4.0,4.5
396,4347,105214,81845,"King's Speech, The (2010)",4.0,5.0
397,4483,51460,318,"Shawshank Redemption, The (1994)",5.0,5.0
398,4483,51460,1527,"Fifth Element, The (1997)",5.0,4.5
399,4483,51460,1909,"X-Files: Fight the Future, The (1998)",4.0,4.5
400,4483,51460,2571,"Matrix, The (1999)",5.0,4.5
401,4483,51460,2858,American Beauty (1999),5.0,5.0
402,4483,51460,4034,Traffic (2000),4.5,4.5
403,4483,51460,4235,Amores Perros (Love's a Bitch) (2000),5.0,4.0
404,4483,51460,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",5.0,5.0
405,4483,51460,5418,"Bourne Identity, The (2002)",4.0,4.5
406,4483,51460,5952,"Lord of the Rings: The Two Towers, The (2002)",5.0,5.0
407,4629,138176,318,"Shawshank Redemption, The (1994)",4.5,5.0
408,4629,138176,527,Schindler's List (1993),4.5,5.0
409,4629,138176,68157,Inglourious Basterds (2009),4.5,4.5
410,4931,138176,858,"Godfather, The (1972)",5.0,5.0
411,4931,138176,1221,"Godfather: Part II, The (1974)",5.0,5.0
412,4931,138176,2023,"Godfather: Part III, The (1990)",4.5,4.5
413,4931,138176,68157,Inglourious Basterds (2009),5.0,4.5
414,5063,93203,260,Star Wars: Episode IV - A New Hope (1977),4.0,4.0
415,5063,93203,296,Pulp Fiction (1994),4.5,4.0
416,5063,93203,1136,Monty Python and the Holy Grail (1975),4.5,5.0
417,5063,93203,1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.0,4.0
418,5063,93203,1197,"Princess Bride, The (1987)",4.5,5.0
